age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
31,management,single,tertiary,no,16.29164368209166,no,no,cellular,8,jul,361,1,229,2,failure,yes
38,student,married,unknown,no,-926.6374370333143,no,no,cellular,8,jul,341,1,385,1,failure,no
79,retired,married,primary,no,-1920.1681627546513,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
71,retired,married,tertiary,no,4660.001685226561,no,no,cellular,8,jul,896,2,-1,0,unknown,no
52,technician,married,tertiary,no,2809.3804207200255,no,no,cellular,8,jul,340,1,156,1,other,no
55,management,married,unknown,no,2819.1721663140447,no,no,cellular,8,jul,349,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,-609.9008779643802,yes,no,telephone,8,jul,576,1,-1,0,unknown,yes
28,management,single,tertiary,no,3638.73841887415,no,no,cellular,8,jul,315,2,-1,0,unknown,no
22,student,single,secondary,no,-189.00462110593003,no,no,cellular,8,jul,153,1,-1,0,unknown,no
49,management,single,tertiary,no,495.9855397344837,yes,no,cellular,8,jul,97,3,-1,0,unknown,no
20,student,single,unknown,no,1016.5063994765819,no,no,cellular,9,jul,253,2,-1,0,unknown,no
19,student,single,primary,no,-146.13687159754687,no,no,cellular,10,jul,104,2,-1,0,unknown,yes
34,blue-collar,single,primary,no,-576.2203129320886,no,no,telephone,10,jul,336,4,-1,0,unknown,yes
73,management,married,tertiary,no,4553.528249367253,no,no,cellular,14,jul,169,2,-1,0,unknown,no
27,management,single,tertiary,no,2412.870570979917,no,no,cellular,15,jul,323,2,163,2,other,no
59,blue-collar,divorced,primary,no,1361.7173570827924,no,no,cellular,20,jul,125,2,-1,0,unknown,yes
25,student,single,tertiary,no,-943.0643673736776,no,no,cellular,24,jul,139,5,-1,0,unknown,yes
44,entrepreneur,single,unknown,no,299.9309294972267,no,no,cellular,28,jul,332,2,181,2,failure,yes
28,management,single,tertiary,no,3187.0660050094853,no,no,cellular,28,jul,486,5,-1,0,unknown,yes
25,management,single,tertiary,no,227.65379057320396,no,no,cellular,4,aug,576,1,96,1,success,no
28,management,married,tertiary,no,3315.9059067640155,no,no,cellular,4,aug,849,1,-1,0,unknown,no
52,admin.,married,secondary,no,1020.19634608888,yes,yes,cellular,4,aug,218,1,-1,0,unknown,yes
57,management,married,tertiary,no,-352.4636634317137,no,no,cellular,4,aug,642,1,-1,0,unknown,yes
49,management,divorced,tertiary,no,-1280.6076816941522,no,no,cellular,4,aug,185,1,-1,0,unknown,no
33,technician,married,tertiary,no,1498.9195376703633,no,no,cellular,4,aug,600,1,-1,0,unknown,no
47,technician,married,secondary,no,268.28466103710696,yes,no,cellular,4,aug,505,1,96,6,success,no
68,retired,married,secondary,no,16900.03764654001,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
40,technician,single,tertiary,no,2212.6405462928115,yes,no,cellular,4,aug,173,1,92,5,success,no
46,management,married,tertiary,no,173.6878025258011,no,no,cellular,4,aug,120,2,96,1,success,no
29,technician,single,secondary,no,-49.7629195982949,no,no,cellular,5,aug,409,4,-1,0,unknown,yes
55,management,divorced,tertiary,no,3653.2552552011057,no,no,cellular,5,aug,1019,2,63,2,success,no
30,self-employed,married,tertiary,no,1514.4261628076636,no,no,cellular,5,aug,475,2,93,4,success,no
49,admin.,divorced,secondary,no,3633.7721706761968,no,yes,cellular,5,aug,211,1,-1,0,unknown,no
48,management,married,tertiary,no,779.933261186204,no,no,cellular,5,aug,389,1,64,2,success,no
21,student,single,secondary,no,1399.0482150011082,no,no,cellular,5,aug,414,1,-1,0,unknown,no
45,admin.,married,secondary,no,334.8510630346815,no,no,cellular,5,aug,277,1,-1,0,unknown,yes
43,management,married,tertiary,no,2626.882114108209,no,no,cellular,5,aug,254,1,-1,0,unknown,yes
47,management,single,tertiary,no,2801.872760454552,no,no,cellular,5,aug,253,1,97,4,success,no
27,management,single,tertiary,no,6356.9446691258345,no,no,cellular,5,aug,179,2,69,26,other,no
20,student,married,unknown,no,2307.1282168601474,no,no,cellular,5,aug,385,2,93,1,failure,yes
37,unemployed,single,tertiary,no,1093.9535707537973,no,no,cellular,5,aug,150,1,97,2,success,no
61,management,married,tertiary,no,-30.128399951934995,no,no,telephone,5,aug,270,2,-1,0,unknown,no
57,services,single,secondary,no,-303.330714647292,no,no,cellular,6,aug,355,1,-1,0,unknown,yes
40,management,married,tertiary,no,68.19283819673264,no,no,cellular,6,aug,131,2,98,6,success,no
53,admin.,divorced,secondary,no,-928.2463112145123,yes,yes,cellular,6,aug,1452,1,98,2,failure,no
65,unknown,married,unknown,no,4806.646411018913,no,no,telephone,6,aug,256,1,-1,0,unknown,no
67,retired,married,tertiary,no,769.7042401683026,no,no,cellular,6,aug,254,2,-1,0,unknown,no
66,retired,married,tertiary,no,588.2645982309756,no,no,cellular,6,aug,550,1,-1,0,unknown,no
67,management,married,tertiary,no,1273.1360555123924,no,no,cellular,7,aug,345,2,-1,0,unknown,no
57,retired,married,secondary,no,67.95001574670222,no,no,cellular,7,aug,342,1,-1,0,unknown,no
38,admin.,married,tertiary,no,3900.1487198770915,no,no,cellular,7,aug,206,2,-1,0,unknown,yes
56,management,divorced,tertiary,no,10014.132143808052,no,no,cellular,7,aug,324,1,-1,0,unknown,no
46,management,married,tertiary,no,3948.692602521086,no,yes,cellular,7,aug,79,1,394,2,failure,no
69,technician,married,secondary,no,7359.887520731847,no,no,cellular,7,aug,714,1,-1,0,unknown,yes
32,services,single,secondary,no,6684.430955690493,no,no,cellular,7,aug,255,1,-1,0,unknown,yes
72,retired,married,tertiary,no,-483.3526851595377,no,no,cellular,7,aug,147,2,-1,0,unknown,no
41,admin.,married,tertiary,no,3666.357422901185,no,no,cellular,7,aug,273,1,95,2,failure,no
72,retired,married,primary,no,1708.7438228221713,no,no,cellular,7,aug,530,2,-1,0,unknown,no
33,unemployed,married,secondary,no,923.4772346505365,no,no,cellular,7,aug,456,1,-1,0,unknown,yes
37,admin.,married,secondary,no,234.41672660820097,no,no,cellular,7,aug,155,1,99,2,success,no
34,management,married,tertiary,no,-1008.7133036127295,yes,no,cellular,7,aug,262,1,99,2,success,no
44,admin.,single,secondary,no,1440.3757971996731,no,no,cellular,7,aug,166,1,99,2,other,no
42,services,single,secondary,no,3632.53766484347,yes,no,cellular,7,aug,215,1,99,1,failure,no
58,unemployed,married,secondary,no,669.2868053233109,yes,no,cellular,7,aug,221,1,99,2,success,no
34,technician,married,tertiary,no,6877.474306005458,no,no,cellular,7,aug,130,1,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,4007.2615296175686,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
71,retired,married,primary,no,3727.847025768204,no,no,cellular,7,aug,212,1,-1,0,unknown,yes
23,student,single,secondary,no,223.5907735279475,no,no,cellular,7,aug,217,1,99,7,success,no
60,management,single,tertiary,no,1151.834625310838,yes,no,cellular,7,aug,231,3,-1,0,unknown,no
18,student,single,unknown,no,325.8607213983296,no,no,cellular,10,aug,167,1,-1,0,unknown,no
54,technician,married,secondary,no,9467.3459967482,no,no,cellular,10,aug,559,1,70,2,other,no
59,retired,divorced,tertiary,no,3258.3263962576652,no,no,cellular,10,aug,252,1,185,2,success,yes
32,self-employed,single,tertiary,no,-188.1424500288872,no,no,telephone,10,aug,235,1,102,2,failure,yes
61,self-employed,divorced,tertiary,no,52547.44378479055,no,no,cellular,10,aug,290,1,-1,0,unknown,no
31,management,married,tertiary,no,10954.979189971775,no,no,cellular,10,aug,294,3,98,2,success,no
42,blue-collar,married,primary,no,-419.31757610073385,yes,no,cellular,11,aug,265,1,103,3,success,no
42,unemployed,married,unknown,no,2266.156746714418,no,no,cellular,11,aug,704,2,-1,0,unknown,yes
42,services,single,tertiary,no,1441.9461408393126,yes,no,cellular,11,aug,176,2,90,4,failure,yes
70,housemaid,divorced,primary,no,1774.4489310232927,no,no,cellular,11,aug,651,1,-1,0,unknown,yes
57,technician,married,secondary,no,643.5148514758527,yes,no,cellular,11,aug,167,1,190,5,failure,yes
60,retired,married,secondary,no,2915.446654805314,no,no,cellular,11,aug,408,1,-1,0,unknown,no
53,blue-collar,divorced,primary,no,3342.314780827396,no,no,telephone,11,aug,254,1,-1,0,unknown,yes
48,unemployed,divorced,secondary,no,887.2417509681399,no,no,cellular,11,aug,140,1,-1,0,unknown,yes
30,management,single,tertiary,no,-561.7044922079849,no,no,cellular,11,aug,229,2,99,4,success,yes
39,management,single,tertiary,no,4540.302124453225,yes,no,cellular,11,aug,315,2,-1,0,unknown,no
42,technician,married,secondary,no,524.5973489477665,yes,no,cellular,11,aug,149,1,78,5,failure,yes
26,admin.,single,secondary,no,1202.8776238763598,no,no,cellular,11,aug,349,1,70,3,failure,yes
46,management,married,tertiary,no,3327.579525319785,yes,yes,cellular,11,aug,1244,1,-1,0,unknown,yes
40,admin.,single,secondary,no,-856.1067482773918,yes,no,cellular,11,aug,221,1,461,1,success,yes
39,admin.,married,secondary,no,198.79980069993246,yes,no,cellular,11,aug,175,2,116,2,failure,yes
58,self-employed,married,primary,no,3592.136244615371,yes,no,cellular,11,aug,206,1,461,1,failure,yes
42,blue-collar,married,secondary,no,386.3778269910193,yes,no,cellular,11,aug,589,2,-1,0,unknown,yes
31,services,single,secondary,no,1205.42052813558,no,no,cellular,12,aug,182,1,104,1,success,yes
21,student,single,secondary,no,277.110443426298,no,no,telephone,12,aug,449,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,126.75680920509859,no,no,cellular,12,aug,582,1,-1,0,unknown,no
50,technician,divorced,unknown,no,2352.740504710262,no,no,cellular,12,aug,1336,2,-1,0,unknown,no
36,management,single,tertiary,no,3139.798910033896,yes,no,cellular,12,aug,239,2,100,4,failure,yes
75,retired,married,primary,no,3554.921364129174,no,no,cellular,12,aug,641,1,-1,0,unknown,yes
20,student,single,primary,no,6787.973553740623,no,no,cellular,12,aug,178,2,-1,0,unknown,yes
57,admin.,single,secondary,no,2240.9928574457986,no,no,cellular,12,aug,1064,1,-1,0,unknown,no
41,management,married,tertiary,no,27683.79808463317,no,no,cellular,12,aug,147,2,104,1,failure,no
59,technician,married,secondary,no,248.44392921347898,no,no,cellular,12,aug,398,4,422,3,failure,no
36,management,married,tertiary,no,4023.242130322404,yes,no,cellular,12,aug,307,1,-1,0,unknown,no
18,student,single,primary,no,3176.9116777675567,no,no,cellular,12,aug,267,1,-1,0,unknown,yes
34,management,single,tertiary,no,-113.20901211653072,yes,no,cellular,12,aug,810,3,93,6,failure,no
55,management,married,primary,no,952.5851079225953,no,no,cellular,12,aug,306,1,457,3,failure,yes
33,blue-collar,single,secondary,no,1092.013104989836,no,no,cellular,12,aug,338,2,104,1,success,yes
43,technician,married,tertiary,no,2768.476710172323,no,no,cellular,12,aug,188,3,100,5,success,no
34,services,married,secondary,no,3255.0717493536963,no,no,cellular,12,aug,255,2,104,1,success,yes
35,services,married,unknown,no,-102.94297466429919,no,no,cellular,12,aug,293,1,104,1,success,no
43,technician,single,secondary,no,-748.7080498506516,no,no,cellular,12,aug,289,2,-1,0,unknown,no
74,retired,married,primary,no,970.8652275651043,no,no,telephone,13,aug,562,2,-1,0,unknown,yes
45,unemployed,divorced,primary,yes,-91.36656508416868,no,no,cellular,13,aug,489,5,-1,0,unknown,yes
38,blue-collar,married,secondary,no,2098.9674411373153,yes,no,cellular,13,aug,784,3,94,10,failure,no
32,management,single,tertiary,no,3681.8918448628037,no,no,cellular,13,aug,414,1,-1,0,unknown,no
29,admin.,single,tertiary,no,-1599.8947343789764,yes,no,cellular,13,aug,148,2,-1,0,unknown,no
31,admin.,married,secondary,no,1183.886803401686,no,no,cellular,13,aug,315,2,105,1,success,no
50,services,married,secondary,no,3082.934571095519,no,no,cellular,13,aug,399,1,430,1,failure,yes
44,technician,divorced,secondary,no,30.633393733149155,no,no,cellular,13,aug,234,1,-1,0,unknown,yes
23,student,single,secondary,no,661.2939996651064,no,no,cellular,13,aug,496,2,-1,0,unknown,no
56,management,married,tertiary,no,2127.2135694154667,no,no,cellular,13,aug,293,2,105,2,success,yes
76,retired,married,primary,no,749.1452606550838,no,no,cellular,13,aug,227,2,192,1,failure,no
28,technician,single,secondary,no,75.59306060341717,no,no,cellular,13,aug,204,3,105,1,failure,no
34,management,single,tertiary,no,13385.321225423608,no,no,cellular,13,aug,738,1,-1,0,unknown,yes
56,retired,married,primary,no,9832.050985932452,no,no,cellular,13,aug,320,2,101,2,success,yes
45,management,single,tertiary,no,2450.5673253542827,yes,no,cellular,13,aug,393,2,462,1,success,yes
36,technician,single,secondary,no,-660.1700989001804,no,no,cellular,13,aug,479,1,-1,0,unknown,yes
57,retired,single,tertiary,no,437.44631098911145,no,no,cellular,13,aug,284,3,-1,0,unknown,yes
49,technician,married,tertiary,no,973.0412287392473,no,no,cellular,13,aug,354,3,-1,0,unknown,no
49,management,married,tertiary,no,741.5107892101079,no,no,telephone,13,aug,640,2,101,4,success,yes
37,management,married,tertiary,no,815.1108693337927,no,no,cellular,14,aug,156,2,-1,0,unknown,yes
46,unemployed,single,tertiary,no,-637.680728169999,no,no,cellular,14,aug,225,1,-1,0,unknown,no
26,admin.,single,secondary,no,2198.6234236197233,no,no,cellular,14,aug,209,2,106,2,success,yes
47,unemployed,married,secondary,no,-2255.172209081003,no,no,cellular,14,aug,436,1,403,5,success,no
36,management,married,primary,no,5793.911584310721,no,no,cellular,14,aug,326,3,-1,0,unknown,no
37,student,single,unknown,no,788.2545407411469,no,no,cellular,14,aug,137,1,102,5,success,yes
62,management,married,tertiary,no,1400.9436991124458,no,no,cellular,14,aug,185,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,117.7605650944052,no,no,cellular,14,aug,125,1,-1,0,unknown,yes
45,management,married,tertiary,no,-131.9916186555879,no,no,cellular,14,aug,94,4,-1,0,unknown,no
63,technician,married,secondary,no,1405.4097425512457,yes,no,cellular,14,aug,276,2,-1,0,unknown,yes
25,management,single,tertiary,no,1398.4851514217585,no,no,cellular,14,aug,201,1,-1,0,unknown,no
60,retired,married,unknown,no,726.2932534808233,no,no,cellular,14,aug,391,3,106,1,failure,no
44,management,married,tertiary,no,-762.2750198037423,yes,no,cellular,14,aug,190,3,270,3,failure,no
33,unemployed,single,tertiary,no,2531.67769242783,no,no,cellular,14,aug,498,2,191,1,failure,yes
39,entrepreneur,married,tertiary,no,1550.8757156003926,yes,no,cellular,14,aug,880,3,267,1,other,yes
46,blue-collar,married,unknown,no,636.8493836976861,yes,no,cellular,14,aug,260,3,457,1,other,yes
42,admin.,married,primary,no,293.3514861266701,yes,no,cellular,17,aug,308,1,459,1,success,no
56,management,married,unknown,no,5551.586614429849,no,no,cellular,17,aug,348,1,-1,0,unknown,no
82,retired,married,secondary,no,479.32164198256663,no,no,telephone,17,aug,199,1,-1,0,unknown,no
77,retired,married,tertiary,no,-1365.0374381310924,no,no,cellular,17,aug,286,1,-1,0,unknown,yes
36,services,single,tertiary,no,1169.234933864758,no,no,cellular,17,aug,220,1,-1,0,unknown,no
35,management,single,tertiary,no,-1038.1509852294555,no,no,cellular,17,aug,343,2,397,1,failure,yes
50,technician,married,secondary,no,2056.7112880752456,yes,no,cellular,17,aug,711,1,-1,0,unknown,yes
62,retired,married,secondary,no,1332.8658584799894,no,no,cellular,17,aug,606,1,196,1,success,no
26,management,single,tertiary,no,-769.2588768695157,yes,no,cellular,17,aug,156,1,199,1,failure,no
55,management,married,tertiary,no,12687.975542883254,no,no,telephone,18,aug,205,1,-1,0,unknown,yes
22,student,single,secondary,no,-239.28831812764201,no,no,telephone,18,aug,215,1,197,2,failure,no
30,student,single,secondary,no,803.9815970468768,no,no,cellular,18,aug,161,1,173,1,failure,no
34,housemaid,married,tertiary,no,1780.7275875220425,no,no,cellular,18,aug,148,1,84,2,failure,no
31,management,married,tertiary,no,-988.2781765681959,yes,no,cellular,18,aug,216,1,-1,0,unknown,yes
55,technician,married,secondary,no,3839.520629551137,no,yes,cellular,18,aug,193,1,386,3,success,yes
49,technician,single,secondary,no,9167.44813545732,yes,no,cellular,18,aug,532,1,461,5,failure,no
67,retired,divorced,tertiary,no,38.89433496712269,no,no,cellular,18,aug,441,1,-1,0,unknown,no
43,admin.,married,secondary,no,-1345.1896390257632,no,no,cellular,19,aug,574,1,84,3,success,no
25,technician,single,tertiary,no,3411.985518202242,no,no,cellular,19,aug,225,2,-1,0,unknown,yes
59,retired,divorced,secondary,no,702.4716858207013,no,no,cellular,19,aug,335,1,-1,0,unknown,no
44,admin.,married,secondary,no,11326.82020122043,no,no,cellular,19,aug,240,2,271,1,other,no
42,management,married,tertiary,no,-836.8275054930668,no,no,cellular,19,aug,164,1,-1,0,unknown,yes
29,management,single,tertiary,no,1012.0813731326987,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
32,management,married,tertiary,no,1099.6202728748792,no,no,cellular,19,aug,232,3,-1,0,unknown,yes
30,management,single,tertiary,no,4943.555391835343,no,no,cellular,19,aug,145,1,84,2,success,yes
38,technician,married,secondary,no,9991.573877014025,no,no,cellular,19,aug,195,1,197,4,other,no
22,student,single,tertiary,no,236.4373681373413,no,no,cellular,19,aug,338,1,-1,0,unknown,no
25,entrepreneur,single,tertiary,no,1083.6701093253562,no,no,cellular,20,aug,267,1,-1,0,unknown,no
34,self-employed,single,tertiary,no,11504.308805291701,no,no,cellular,20,aug,474,1,-1,0,unknown,no
27,technician,single,tertiary,no,11695.973539204411,no,no,cellular,20,aug,217,1,87,6,failure,yes
35,management,single,tertiary,no,3075.3410442158297,no,no,cellular,20,aug,195,1,-1,0,unknown,yes
45,housemaid,married,secondary,no,3719.62669515388,no,no,cellular,20,aug,184,1,-1,0,unknown,yes
42,management,married,primary,no,5271.920327344971,yes,no,cellular,20,aug,273,1,90,3,success,no
20,student,single,secondary,no,-411.3002459168614,no,no,cellular,21,aug,228,4,183,1,other,yes
60,admin.,married,secondary,no,366.1829596449806,no,no,cellular,21,aug,216,3,91,1,success,yes
47,management,married,tertiary,no,2500.0005896685125,no,yes,cellular,21,aug,374,1,-1,0,unknown,no
25,student,single,secondary,no,651.9449599437469,no,no,cellular,21,aug,273,1,86,1,other,yes
65,retired,married,secondary,no,2062.0563873349734,no,yes,cellular,21,aug,276,1,-1,0,unknown,no
50,technician,married,secondary,no,3646.4577666807118,no,no,cellular,21,aug,531,2,80,2,success,no
22,student,single,secondary,no,-962.8053625899174,no,no,cellular,21,aug,116,1,-1,0,unknown,yes
43,admin.,single,secondary,no,1917.8556981129743,yes,no,cellular,21,aug,126,1,88,4,success,yes
53,retired,divorced,tertiary,no,-304.1194079762294,yes,no,cellular,21,aug,343,2,428,2,success,no
71,retired,divorced,secondary,no,5499.746048790252,no,no,cellular,21,aug,534,3,-1,0,unknown,no
28,blue-collar,married,secondary,no,209.63089260724172,yes,no,cellular,21,aug,744,1,109,3,success,yes
59,unemployed,married,secondary,no,1273.482343554809,no,no,cellular,21,aug,438,1,184,3,success,yes
29,management,single,tertiary,no,-1266.198086308506,no,no,cellular,24,aug,130,2,94,1,success,yes
51,technician,married,secondary,no,475.53018980350663,no,no,cellular,24,aug,467,2,88,4,other,no
48,housemaid,married,tertiary,no,4900.3350351420895,no,no,cellular,24,aug,232,2,-1,0,unknown,no
37,blue-collar,married,primary,no,546.5316331048193,yes,no,cellular,25,aug,511,1,392,13,failure,no
37,technician,married,tertiary,no,944.1132274800269,yes,no,cellular,25,aug,192,1,193,1,success,no
64,retired,married,tertiary,no,1118.5822050561205,no,no,cellular,25,aug,479,1,-1,0,unknown,no
69,retired,married,secondary,no,87.50963269274767,no,no,cellular,25,aug,412,2,-1,0,unknown,no
36,management,married,tertiary,no,287.4815259881929,no,no,cellular,25,aug,242,6,95,4,success,yes
43,services,married,secondary,no,1156.866744314631,no,no,cellular,25,aug,291,2,95,4,success,no
63,housemaid,married,primary,no,722.1142017245963,no,no,telephone,26,aug,128,3,-1,0,unknown,yes
70,retired,married,secondary,no,1371.0309859171573,no,no,telephone,26,aug,314,1,-1,0,unknown,no
60,technician,single,primary,no,11256.769089403268,no,no,cellular,26,aug,323,1,-1,0,unknown,no
86,retired,divorced,primary,no,-445.43709538763,no,no,telephone,26,aug,189,1,-1,0,unknown,no
72,retired,married,secondary,no,89.26142357279673,no,no,cellular,26,aug,186,1,-1,0,unknown,no
60,retired,married,tertiary,no,344.58313928189114,no,no,cellular,26,aug,624,1,-1,0,unknown,no
43,management,single,tertiary,no,-54.8392199011073,yes,no,cellular,26,aug,257,1,474,3,failure,yes
57,management,divorced,unknown,no,1396.5231736931657,no,no,cellular,27,aug,700,4,92,1,failure,yes
28,management,single,tertiary,no,-135.0232754025884,yes,no,telephone,27,aug,157,2,119,1,other,no
36,blue-collar,single,secondary,no,-6443.814081808899,yes,no,cellular,27,aug,259,3,475,4,success,no
66,retired,married,secondary,no,2065.756714153919,no,no,cellular,27,aug,212,1,-1,0,unknown,yes
33,technician,single,tertiary,no,1821.315108855379,no,no,cellular,27,aug,445,3,-1,0,unknown,yes
36,technician,single,secondary,no,70.74642169249773,yes,no,cellular,27,aug,398,2,477,1,failure,no
29,technician,single,secondary,no,1011.5240430069339,no,no,cellular,27,aug,81,1,94,1,success,yes
62,unemployed,married,secondary,no,-857.9696258822094,no,no,cellular,28,aug,162,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,2359.583573635481,yes,no,cellular,28,aug,207,3,130,5,other,yes
29,unemployed,single,tertiary,no,-2534.1339406011357,no,no,cellular,28,aug,622,1,-1,0,unknown,yes
30,management,married,tertiary,no,-549.8725592481916,yes,no,cellular,28,aug,173,1,164,4,other,yes
32,technician,married,tertiary,no,1154.5950410236094,yes,no,cellular,28,aug,370,1,116,4,success,yes
39,blue-collar,single,primary,no,23915.699542971393,no,no,cellular,28,aug,261,1,-1,0,unknown,no
55,admin.,divorced,secondary,no,617.1897419466011,no,no,cellular,28,aug,155,2,93,8,failure,yes
36,management,single,tertiary,no,231.37325845671842,no,no,cellular,28,aug,207,8,98,1,failure,yes
27,student,single,tertiary,no,-366.9278137036415,no,no,cellular,31,aug,160,3,98,1,failure,yes
45,management,married,tertiary,no,5031.323339505186,yes,yes,telephone,31,aug,473,2,283,1,success,yes
55,management,married,unknown,no,1135.3769832849387,yes,no,cellular,31,aug,186,3,101,2,success,no
52,blue-collar,married,secondary,no,2767.324511018808,yes,no,cellular,31,aug,267,1,474,1,failure,no
49,management,single,tertiary,no,6896.9550615370335,no,no,cellular,31,aug,470,1,97,3,failure,no
30,blue-collar,married,primary,no,88.99620527984696,yes,no,cellular,31,aug,219,1,157,12,failure,no
39,management,married,tertiary,no,1471.2138421468628,yes,no,cellular,1,sep,265,2,476,4,success,no
48,management,divorced,tertiary,no,17741.924348214063,yes,no,cellular,1,sep,120,1,98,5,success,yes
36,management,married,tertiary,no,3190.244549900769,no,no,cellular,1,sep,212,1,-1,0,unknown,no
27,admin.,married,secondary,no,237.0359771630351,no,no,cellular,1,sep,82,1,-1,0,unknown,yes
51,management,married,tertiary,no,3004.5479361267953,no,no,cellular,1,sep,181,1,98,2,failure,yes
48,technician,married,secondary,no,558.179585334021,yes,no,cellular,2,sep,378,2,386,1,success,no
70,retired,married,secondary,no,2425.232116654495,no,no,cellular,2,sep,140,2,-1,0,unknown,no
63,retired,married,secondary,no,4995.32863624998,no,no,cellular,2,sep,233,2,-1,0,unknown,yes
34,services,single,secondary,no,941.1707286031319,yes,no,cellular,2,sep,121,3,100,5,other,yes
46,admin.,married,tertiary,no,-1188.2241006112913,no,no,cellular,3,sep,260,1,94,8,success,yes
31,self-employed,single,tertiary,no,2477.7184913102838,no,no,cellular,3,sep,365,1,94,1,success,yes
32,admin.,married,secondary,no,1433.0354637722057,no,no,cellular,3,sep,331,1,99,2,other,yes
40,unemployed,single,tertiary,no,8287.184247557761,no,no,cellular,3,sep,733,1,93,1,success,yes
30,admin.,single,secondary,no,2121.7165280064232,no,no,cellular,4,sep,316,3,-1,0,unknown,yes
55,management,married,primary,no,3169.4071764007795,no,no,cellular,4,sep,328,2,94,2,success,yes
57,management,divorced,tertiary,no,8296.671367525434,yes,no,cellular,4,sep,730,1,157,4,failure,yes
59,admin.,single,secondary,no,5153.6714548920145,no,no,cellular,4,sep,879,1,-1,0,unknown,no
26,technician,single,secondary,no,822.8988156812333,yes,no,cellular,4,sep,230,1,93,7,success,yes
73,retired,married,unknown,no,2214.6259758285637,no,no,telephone,4,sep,770,3,-1,0,unknown,no
30,admin.,single,secondary,no,3222.194314495363,no,no,cellular,4,sep,563,1,100,4,other,yes
64,retired,married,tertiary,no,1912.2838847336006,no,no,telephone,7,sep,569,4,-1,0,unknown,no
36,technician,married,tertiary,no,-491.53643217030776,no,no,cellular,7,sep,281,3,97,2,success,no
55,admin.,married,secondary,no,342.9714279916883,no,no,cellular,7,sep,350,1,98,5,success,no
63,retired,married,tertiary,no,3726.69736735834,no,no,cellular,7,sep,219,1,-1,0,unknown,no
52,technician,married,secondary,no,0.633138460710508,yes,no,cellular,7,sep,211,1,294,1,failure,no
34,management,single,tertiary,no,154.01480296764038,no,no,cellular,7,sep,587,1,-1,0,unknown,yes
36,services,married,secondary,no,-17.730060268242056,yes,no,cellular,7,sep,351,1,95,6,success,no
31,management,single,tertiary,no,235.46742245501684,no,no,cellular,7,sep,231,1,94,3,success,no
47,retired,single,primary,no,2792.7132666832676,no,no,cellular,8,sep,293,1,-1,0,unknown,no
50,admin.,married,tertiary,no,6336.076184590651,no,no,cellular,8,sep,495,1,92,3,success,yes
70,retired,divorced,secondary,no,-1780.078733686154,no,no,cellular,8,sep,206,1,-1,0,unknown,no
18,student,single,unknown,no,712.263035844982,no,no,cellular,8,sep,169,1,-1,0,unknown,no
33,self-employed,married,secondary,no,264.8691460950554,no,no,cellular,8,sep,165,1,97,4,success,no
24,technician,single,secondary,no,1541.5372122401018,no,no,cellular,8,sep,445,2,-1,0,unknown,yes
25,admin.,single,secondary,no,2822.5814881079586,no,no,cellular,8,sep,260,1,96,1,success,no
26,management,single,tertiary,no,417.1307209386857,yes,no,cellular,8,sep,137,1,-1,0,unknown,no
32,management,single,tertiary,no,3213.1118323068313,no,no,cellular,8,sep,519,1,131,2,failure,no
25,student,single,unknown,no,435.01033423144133,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
58,management,married,tertiary,no,2353.806174167966,no,no,cellular,8,sep,400,2,95,1,success,no
42,management,married,tertiary,no,541.9504339833296,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,507.67939361187007,no,yes,telephone,8,sep,298,3,-1,0,unknown,no
76,retired,divorced,primary,no,993.4640811762963,no,no,cellular,9,sep,475,5,-1,0,unknown,no
79,retired,married,secondary,no,307.58473293795237,no,no,telephone,9,sep,276,1,79,3,failure,no
70,retired,married,primary,no,5514.437072753832,no,no,cellular,9,sep,394,1,-1,0,unknown,no
30,management,single,tertiary,no,432.0660851673249,no,no,cellular,9,sep,234,1,100,1,failure,no
60,retired,married,secondary,no,511.6034251843822,no,no,cellular,9,sep,408,1,-1,0,unknown,no
51,unemployed,married,secondary,no,1053.0946144829968,no,no,cellular,9,sep,345,1,-1,0,unknown,no
71,retired,married,tertiary,no,14489.800256133281,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes
31,management,single,tertiary,no,12383.31274956181,no,no,cellular,9,sep,344,1,295,1,failure,yes
32,admin.,single,secondary,no,993.477722097391,yes,no,cellular,9,sep,344,1,-1,0,unknown,no
34,management,married,tertiary,no,-567.9135811438622,no,no,cellular,9,sep,278,2,132,4,failure,yes
28,admin.,single,secondary,no,1456.9570972021002,yes,yes,cellular,9,sep,259,2,98,4,success,yes
45,management,married,tertiary,no,349.21613204676964,no,no,cellular,10,sep,84,3,-1,0,unknown,yes
